2024-09-18 05:13:00 [main] INFO  HiveConf:187 - Found configuration file file:/home/hive/apache-hive-3.1.3-bin/conf/hive-site.xml
2024-09-18 06:00:19 [Executor task launch worker for task 41.0 in stage 1.0 (TID 42)] INFO  Executor:60 - Finished task 41.0 in stage 1.0 (TID 42). 1800 bytes result sent to driver
2024-09-18 06:00:19 [task-result-getter-3] INFO  TaskSetManager:60 - Finished task 41.0 in stage 1.0 (TID 42) in 2229 ms on nn (executor driver) (43/43)
2024-09-18 06:00:19 [task-result-getter-3] INFO  TaskSchedulerImpl:60 - Removed TaskSet 1.0, whose tasks have all completed, from pool 
2024-09-18 06:00:19 [dag-scheduler-event-loop] INFO  DAGScheduler:60 - ResultStage 1 (load at UserActivityProcessor.java:28) finished in 33.492 s
2024-09-18 06:00:19 [dag-scheduler-event-loop] INFO  DAGScheduler:60 - Job 1 is finished. Cancelling potential speculative or zombie tasks for this job
2024-09-18 06:00:19 [dag-scheduler-event-loop] INFO  TaskSchedulerImpl:60 - Killing all running tasks in stage 1: Stage finished
2024-09-18 06:00:19 [main] INFO  DAGScheduler:60 - Job 1 finished: load at UserActivityProcessor.java:28, took 33.498571 s
2024-09-18 06:00:19 [main] INFO  FileSourceStrategy:60 - Pushed Filters: 
2024-09-18 06:00:19 [main] INFO  FileSourceStrategy:60 - Post-Scan Filters: 
2024-09-18 06:00:19 [main] INFO  ParquetUtils:60 - Using default output committer for Parquet: org.apache.parquet.hadoop.ParquetOutputCommitter
2024-09-18 06:00:19 [main] INFO  FileOutputCommitter:142 - File Output Committer Algorithm version is 1
2024-09-18 06:00:19 [main] INFO  FileOutputCommitter:157 - FileOutputCommitter skip cleanup _temporary folders under output directory:false, ignore cleanup failures: false
2024-09-18 06:00:19 [main] INFO  SQLHadoopMapReduceCommitProtocol:60 - Using user defined output committer class org.apache.parquet.hadoop.ParquetOutputCommitter
2024-09-18 06:00:19 [main] INFO  FileOutputCommitter:142 - File Output Committer Algorithm version is 1
2024-09-18 06:00:19 [main] INFO  FileOutputCommitter:157 - FileOutputCommitter skip cleanup _temporary folders under output directory:false, ignore cleanup failures: false
2024-09-18 06:00:19 [main] INFO  SQLHadoopMapReduceCommitProtocol:60 - Using output committer class org.apache.parquet.hadoop.ParquetOutputCommitter
2024-09-18 06:00:19 [main] INFO  CodeGenerator:60 - Code generated in 42.574208 ms
2024-09-18 06:00:19 [main] INFO  MemoryStore:60 - Block broadcast_4 stored as values in memory (estimated size 352.3 KiB, free 1146.1 MiB)
2024-09-18 06:00:19 [main] INFO  MemoryStore:60 - Block broadcast_4_piece0 stored as bytes in memory (estimated size 34.3 KiB, free 1146.0 MiB)
2024-09-18 06:00:19 [dispatcher-BlockManagerMaster] INFO  BlockManagerInfo:60 - Added broadcast_4_piece0 in memory on nn:44681 (size: 34.3 KiB, free: 1147.1 MiB)
2024-09-18 06:00:19 [main] INFO  SparkContext:60 - Created broadcast 4 from save at UserActivityProcessor.java:44
2024-09-18 06:00:19 [main] INFO  FileSourceScanExec:60 - Planning scan with bin packing, max size: 134217728 bytes, open cost is considered as scanning 4194304 bytes.
2024-09-18 06:00:19 [main] INFO  SparkContext:60 - Starting job: save at UserActivityProcessor.java:44
2024-09-18 06:00:19 [dag-scheduler-event-loop] INFO  DAGScheduler:60 - Got job 2 (save at UserActivityProcessor.java:44) with 43 output partitions
2024-09-18 06:00:19 [dag-scheduler-event-loop] INFO  DAGScheduler:60 - Final stage: ResultStage 2 (save at UserActivityProcessor.java:44)
2024-09-18 06:00:19 [dag-scheduler-event-loop] INFO  DAGScheduler:60 - Parents of final stage: List()
2024-09-18 06:00:19 [dag-scheduler-event-loop] INFO  DAGScheduler:60 - Missing parents: List()
2024-09-18 06:00:19 [dag-scheduler-event-loop] INFO  DAGScheduler:60 - Submitting ResultStage 2 (MapPartitionsRDD[13] at save at UserActivityProcessor.java:44), which has no missing parents
2024-09-18 06:00:19 [dag-scheduler-event-loop] INFO  MemoryStore:60 - Block broadcast_5 stored as values in memory (estimated size 238.5 KiB, free 1145.8 MiB)
2024-09-18 06:00:19 [dag-scheduler-event-loop] INFO  MemoryStore:60 - Block broadcast_5_piece0 stored as bytes in memory (estimated size 87.6 KiB, free 1145.7 MiB)
2024-09-18 06:00:19 [dispatcher-BlockManagerMaster] INFO  BlockManagerInfo:60 - Added broadcast_5_piece0 in memory on nn:44681 (size: 87.6 KiB, free: 1147.0 MiB)
2024-09-18 06:00:19 [dag-scheduler-event-loop] INFO  SparkContext:60 - Created broadcast 5 from broadcast at DAGScheduler.scala:1585
2024-09-18 06:00:19 [dag-scheduler-event-loop] INFO  DAGScheduler:60 - Submitting 43 missing tasks from ResultStage 2 (MapPartitionsRDD[13] at save at UserActivityProcessor.java:44) (first 15 tasks are for partitions Vector(0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14))
2024-09-18 06:00:19 [dag-scheduler-event-loop] INFO  TaskSchedulerImpl:60 - Adding task set 2.0 with 43 tasks resource profile 0
2024-09-18 06:00:19 [dispatcher-event-loop-3] INFO  TaskSetManager:60 - Starting task 0.0 in stage 2.0 (TID 44) (nn, executor driver, partition 0, PROCESS_LOCAL, 9599 bytes) 
2024-09-18 06:00:19 [dispatcher-event-loop-3] INFO  TaskSetManager:60 - Starting task 1.0 in stage 2.0 (TID 45) (nn, executor driver, partition 1, PROCESS_LOCAL, 9599 bytes) 
2024-09-18 06:00:19 [dispatcher-event-loop-3] INFO  TaskSetManager:60 - Starting task 2.0 in stage 2.0 (TID 46) (nn, executor driver, partition 2, PROCESS_LOCAL, 9599 bytes) 
2024-09-18 06:00:19 [dispatcher-event-loop-3] INFO  TaskSetManager:60 - Starting task 3.0 in stage 2.0 (TID 47) (nn, executor driver, partition 3, PROCESS_LOCAL, 9599 bytes) 
2024-09-18 06:00:19 [Executor task launch worker for task 1.0 in stage 2.0 (TID 45)] INFO  Executor:60 - Running task 1.0 in stage 2.0 (TID 45)
2024-09-18 06:00:19 [Executor task launch worker for task 0.0 in stage 2.0 (TID 44)] INFO  Executor:60 - Running task 0.0 in stage 2.0 (TID 44)
2024-09-18 06:00:19 [Executor task launch worker for task 3.0 in stage 2.0 (TID 47)] INFO  Executor:60 - Running task 3.0 in stage 2.0 (TID 47)
2024-09-18 06:00:19 [Executor task launch worker for task 2.0 in stage 2.0 (TID 46)] INFO  Executor:60 - Running task 2.0 in stage 2.0 (TID 46)
2024-09-18 06:00:19 [Executor task launch worker for task 0.0 in stage 2.0 (TID 44)] INFO  CodeGenerator:60 - Code generated in 20.229625 ms
2024-09-18 06:00:19 [Executor task launch worker for task 1.0 in stage 2.0 (TID 45)] INFO  CodeGenerator:60 - Code generated in 10.717334 ms
2024-09-18 06:00:19 [Executor task launch worker for task 3.0 in stage 2.0 (TID 47)] INFO  CodeGenerator:60 - Code generated in 5.415125 ms
2024-09-18 06:00:19 [Executor task launch worker for task 1.0 in stage 2.0 (TID 45)] INFO  FileOutputCommitter:142 - File Output Committer Algorithm version is 1
2024-09-18 06:00:19 [Executor task launch worker for task 2.0 in stage 2.0 (TID 46)] INFO  FileOutputCommitter:142 - File Output Committer Algorithm version is 1
2024-09-18 06:00:19 [Executor task launch worker for task 2.0 in stage 2.0 (TID 46)] INFO  FileOutputCommitter:157 - FileOutputCommitter skip cleanup _temporary folders under output directory:false, ignore cleanup failures: false
2024-09-18 06:00:19 [Executor task launch worker for task 1.0 in stage 2.0 (TID 45)] INFO  FileOutputCommitter:157 - FileOutputCommitter skip cleanup _temporary folders under output directory:false, ignore cleanup failures: false
2024-09-18 06:00:19 [Executor task launch worker for task 0.0 in stage 2.0 (TID 44)] INFO  FileOutputCommitter:142 - File Output Committer Algorithm version is 1
2024-09-18 06:00:19 [Executor task launch worker for task 0.0 in stage 2.0 (TID 44)] INFO  FileOutputCommitter:157 - FileOutputCommitter skip cleanup _temporary folders under output directory:false, ignore cleanup failures: false
2024-09-18 06:00:19 [Executor task launch worker for task 3.0 in stage 2.0 (TID 47)] INFO  FileOutputCommitter:142 - File Output Committer Algorithm version is 1
2024-09-18 06:00:19 [Executor task launch worker for task 3.0 in stage 2.0 (TID 47)] INFO  FileOutputCommitter:157 - FileOutputCommitter skip cleanup _temporary folders under output directory:false, ignore cleanup failures: false
2024-09-18 06:00:19 [Executor task launch worker for task 3.0 in stage 2.0 (TID 47)] INFO  SQLHadoopMapReduceCommitProtocol:60 - Using user defined output committer class org.apache.parquet.hadoop.ParquetOutputCommitter
2024-09-18 06:00:19 [Executor task launch worker for task 0.0 in stage 2.0 (TID 44)] INFO  SQLHadoopMapReduceCommitProtocol:60 - Using user defined output committer class org.apache.parquet.hadoop.ParquetOutputCommitter
2024-09-18 06:00:19 [Executor task launch worker for task 1.0 in stage 2.0 (TID 45)] INFO  SQLHadoopMapReduceCommitProtocol:60 - Using user defined output committer class org.apache.parquet.hadoop.ParquetOutputCommitter
2024-09-18 06:00:19 [Executor task launch worker for task 1.0 in stage 2.0 (TID 45)] INFO  FileOutputCommitter:142 - File Output Committer Algorithm version is 1
2024-09-18 06:00:19 [Executor task launch worker for task 1.0 in stage 2.0 (TID 45)] INFO  FileOutputCommitter:157 - FileOutputCommitter skip cleanup _temporary folders under output directory:false, ignore cleanup failures: false
2024-09-18 06:00:19 [Executor task launch worker for task 1.0 in stage 2.0 (TID 45)] INFO  SQLHadoopMapReduceCommitProtocol:60 - Using output committer class org.apache.parquet.hadoop.ParquetOutputCommitter
2024-09-18 06:00:19 [Executor task launch worker for task 1.0 in stage 2.0 (TID 45)] INFO  FileScanRDD:60 - Reading File path: file:///home/project/data/2019-10.csv, range: 134217728-268435456, partition values: [empty row]
2024-09-18 06:00:19 [Executor task launch worker for task 2.0 in stage 2.0 (TID 46)] INFO  SQLHadoopMapReduceCommitProtocol:60 - Using user defined output committer class org.apache.parquet.hadoop.ParquetOutputCommitter
2024-09-18 06:00:19 [Executor task launch worker for task 3.0 in stage 2.0 (TID 47)] INFO  FileOutputCommitter:142 - File Output Committer Algorithm version is 1
2024-09-18 06:00:19 [Executor task launch worker for task 2.0 in stage 2.0 (TID 46)] INFO  FileOutputCommitter:142 - File Output Committer Algorithm version is 1
2024-09-18 06:00:19 [Executor task launch worker for task 0.0 in stage 2.0 (TID 44)] INFO  FileOutputCommitter:142 - File Output Committer Algorithm version is 1
2024-09-18 06:00:19 [Executor task launch worker for task 3.0 in stage 2.0 (TID 47)] INFO  FileOutputCommitter:157 - FileOutputCommitter skip cleanup _temporary folders under output directory:false, ignore cleanup failures: false
2024-09-18 06:00:19 [Executor task launch worker for task 2.0 in stage 2.0 (TID 46)] INFO  FileOutputCommitter:157 - FileOutputCommitter skip cleanup _temporary folders under output directory:false, ignore cleanup failures: false
2024-09-18 06:00:19 [Executor task launch worker for task 0.0 in stage 2.0 (TID 44)] INFO  FileOutputCommitter:157 - FileOutputCommitter skip cleanup _temporary folders under output directory:false, ignore cleanup failures: false
2024-09-18 06:00:19 [Executor task launch worker for task 3.0 in stage 2.0 (TID 47)] INFO  SQLHadoopMapReduceCommitProtocol:60 - Using output committer class org.apache.parquet.hadoop.ParquetOutputCommitter
2024-09-18 06:00:19 [Executor task launch worker for task 0.0 in stage 2.0 (TID 44)] INFO  SQLHadoopMapReduceCommitProtocol:60 - Using output committer class org.apache.parquet.hadoop.ParquetOutputCommitter
2024-09-18 06:00:19 [Executor task launch worker for task 3.0 in stage 2.0 (TID 47)] INFO  FileScanRDD:60 - Reading File path: file:///home/project/data/2019-10.csv, range: 402653184-536870912, partition values: [empty row]
2024-09-18 06:00:19 [Executor task launch worker for task 2.0 in stage 2.0 (TID 46)] INFO  SQLHadoopMapReduceCommitProtocol:60 - Using output committer class org.apache.parquet.hadoop.ParquetOutputCommitter
2024-09-18 06:00:19 [Executor task launch worker for task 2.0 in stage 2.0 (TID 46)] INFO  FileScanRDD:60 - Reading File path: file:///home/project/data/2019-10.csv, range: 268435456-402653184, partition values: [empty row]
2024-09-18 06:00:19 [Executor task launch worker for task 3.0 in stage 2.0 (TID 47)] INFO  CodeGenerator:60 - Code generated in 15.670292 ms
2024-09-18 06:00:20 [Executor task launch worker for task 0.0 in stage 2.0 (TID 44)] INFO  CodeGenerator:60 - Code generated in 15.756125 ms
2024-09-18 06:00:20 [Executor task launch worker for task 0.0 in stage 2.0 (TID 44)] INFO  FileScanRDD:60 - Reading File path: file:///home/project/data/2019-10.csv, range: 0-134217728, partition values: [empty row]
2024-09-18 06:00:20 [dispatcher-BlockManagerMaster] INFO  BlockManagerInfo:60 - Removed broadcast_3_piece0 on nn:44681 in memory (size: 12.7 KiB, free: 1147.0 MiB)
2024-09-18 06:00:20 [dispatcher-BlockManagerMaster] INFO  BlockManagerInfo:60 - Removed broadcast_0_piece0 on nn:44681 in memory (size: 34.2 KiB, free: 1147.0 MiB)
2024-09-18 06:00:20 [dispatcher-BlockManagerMaster] INFO  BlockManagerInfo:60 - Removed broadcast_2_piece0 on nn:44681 in memory (size: 34.2 KiB, free: 1147.1 MiB)
2024-09-18 06:00:25 [Executor task launch worker for task 3.0 in stage 2.0 (TID 47)] INFO  CodeGenerator:60 - Code generated in 64.555375 ms
2024-09-18 06:00:25 [Executor task launch worker for task 3.0 in stage 2.0 (TID 47)] INFO  CodeGenerator:60 - Code generated in 79.128 ms
2024-09-18 06:00:25 [Executor task launch worker for task 3.0 in stage 2.0 (TID 47)] INFO  CodecConfig:95 - Compression: SNAPPY
2024-09-18 06:00:25 [Executor task launch worker for task 2.0 in stage 2.0 (TID 46)] INFO  CodecConfig:95 - Compression: SNAPPY
2024-09-18 06:00:25 [Executor task launch worker for task 2.0 in stage 2.0 (TID 46)] INFO  CodecConfig:95 - Compression: SNAPPY
2024-09-18 06:00:25 [Executor task launch worker for task 3.0 in stage 2.0 (TID 47)] INFO  CodecConfig:95 - Compression: SNAPPY
2024-09-18 06:00:26 [Executor task launch worker for task 2.0 in stage 2.0 (TID 46)] INFO  ParquetOutputFormat:473 - ParquetRecordWriter [block size: 134217728b, row group padding size: 8388608b, validating: false]
2024-09-18 06:00:26 [Executor task launch worker for task 3.0 in stage 2.0 (TID 47)] INFO  ParquetOutputFormat:473 - ParquetRecordWriter [block size: 134217728b, row group padding size: 8388608b, validating: false]
2024-09-18 06:00:26 [Executor task launch worker for task 3.0 in stage 2.0 (TID 47)] INFO  ParquetWriteSupport:60 - Initialized Parquet WriteSupport with Catalyst schema:
{
  "type" : "struct",
  "fields" : [ {
    "name" : "event_time",
    "type" : "timestamp",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "event_type",
    "type" : "string",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "product_id",
    "type" : "integer",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "category_id",
    "type" : "long",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "category_code",
    "type" : "string",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "brand",
    "type" : "string",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "price",
    "type" : "double",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "user_id",
    "type" : "integer",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "user_session",
    "type" : "string",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "event_time_kst",
    "type" : "timestamp",
    "nullable" : true,
    "metadata" : { }
  } ]
}
and corresponding Parquet message type:
message spark_schema {
  optional int96 event_time;
  optional binary event_type (STRING);
  optional int32 product_id;
  optional int64 category_id;
  optional binary category_code (STRING);
  optional binary brand (STRING);
  optional double price;
  optional int32 user_id;
  optional binary user_session (STRING);
  optional int96 event_time_kst;
}

       
2024-09-18 06:00:26 [Executor task launch worker for task 2.0 in stage 2.0 (TID 46)] INFO  ParquetWriteSupport:60 - Initialized Parquet WriteSupport with Catalyst schema:
{
  "type" : "struct",
  "fields" : [ {
    "name" : "event_time",
    "type" : "timestamp",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "event_type",
    "type" : "string",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "product_id",
    "type" : "integer",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "category_id",
    "type" : "long",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "category_code",
    "type" : "string",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "brand",
    "type" : "string",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "price",
    "type" : "double",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "user_id",
    "type" : "integer",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "user_session",
    "type" : "string",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "event_time_kst",
    "type" : "timestamp",
    "nullable" : true,
    "metadata" : { }
  } ]
}
and corresponding Parquet message type:
message spark_schema {
  optional int96 event_time;
  optional binary event_type (STRING);
  optional int32 product_id;
  optional int64 category_id;
  optional binary category_code (STRING);
  optional binary brand (STRING);
  optional double price;
  optional int32 user_id;
  optional binary user_session (STRING);
  optional int96 event_time_kst;
}

       
2024-09-18 06:00:26 [Executor task launch worker for task 1.0 in stage 2.0 (TID 45)] INFO  CodecConfig:95 - Compression: SNAPPY
2024-09-18 06:00:26 [Executor task launch worker for task 1.0 in stage 2.0 (TID 45)] INFO  CodecConfig:95 - Compression: SNAPPY
2024-09-18 06:00:26 [Executor task launch worker for task 1.0 in stage 2.0 (TID 45)] INFO  ParquetOutputFormat:473 - ParquetRecordWriter [block size: 134217728b, row group padding size: 8388608b, validating: false]
2024-09-18 06:00:26 [Executor task launch worker for task 1.0 in stage 2.0 (TID 45)] INFO  ParquetWriteSupport:60 - Initialized Parquet WriteSupport with Catalyst schema:
{
  "type" : "struct",
  "fields" : [ {
    "name" : "event_time",
    "type" : "timestamp",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "event_type",
    "type" : "string",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "product_id",
    "type" : "integer",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "category_id",
    "type" : "long",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "category_code",
    "type" : "string",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "brand",
    "type" : "string",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "price",
    "type" : "double",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "user_id",
    "type" : "integer",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "user_session",
    "type" : "string",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "event_time_kst",
    "type" : "timestamp",
    "nullable" : true,
    "metadata" : { }
  } ]
}
and corresponding Parquet message type:
message spark_schema {
  optional int96 event_time;
  optional binary event_type (STRING);
  optional int32 product_id;
  optional int64 category_id;
  optional binary category_code (STRING);
  optional binary brand (STRING);
  optional double price;
  optional int32 user_id;
  optional binary user_session (STRING);
  optional int96 event_time_kst;
}

       
2024-09-18 06:00:26 [Executor task launch worker for task 0.0 in stage 2.0 (TID 44)] INFO  CodecConfig:95 - Compression: SNAPPY
2024-09-18 06:00:26 [Executor task launch worker for task 0.0 in stage 2.0 (TID 44)] INFO  CodecConfig:95 - Compression: SNAPPY
2024-09-18 06:00:26 [Executor task launch worker for task 0.0 in stage 2.0 (TID 44)] INFO  ParquetOutputFormat:473 - ParquetRecordWriter [block size: 134217728b, row group padding size: 8388608b, validating: false]
2024-09-18 06:00:26 [Executor task launch worker for task 0.0 in stage 2.0 (TID 44)] INFO  ParquetWriteSupport:60 - Initialized Parquet WriteSupport with Catalyst schema:
{
  "type" : "struct",
  "fields" : [ {
    "name" : "event_time",
    "type" : "timestamp",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "event_type",
    "type" : "string",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "product_id",
    "type" : "integer",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "category_id",
    "type" : "long",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "category_code",
    "type" : "string",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "brand",
    "type" : "string",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "price",
    "type" : "double",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "user_id",
    "type" : "integer",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "user_session",
    "type" : "string",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "event_time_kst",
    "type" : "timestamp",
    "nullable" : true,
    "metadata" : { }
  } ]
}
and corresponding Parquet message type:
message spark_schema {
  optional int96 event_time;
  optional binary event_type (STRING);
  optional int32 product_id;
  optional int64 category_id;
  optional binary category_code (STRING);
  optional binary brand (STRING);
  optional double price;
  optional int32 user_id;
  optional binary user_session (STRING);
  optional int96 event_time_kst;
}

       
2024-09-18 06:00:26 [Executor task launch worker for task 1.0 in stage 2.0 (TID 45)] INFO  CodecPool:153 - Got brand-new compressor [.snappy]
2024-09-18 06:00:26 [Executor task launch worker for task 3.0 in stage 2.0 (TID 47)] INFO  CodecPool:153 - Got brand-new compressor [.snappy]
2024-09-18 06:00:26 [Executor task launch worker for task 0.0 in stage 2.0 (TID 44)] INFO  CodecPool:153 - Got brand-new compressor [.snappy]
2024-09-18 06:00:26 [Executor task launch worker for task 2.0 in stage 2.0 (TID 46)] INFO  CodecPool:153 - Got brand-new compressor [.snappy]
2024-09-18 06:00:27 [Executor task launch worker for task 3.0 in stage 2.0 (TID 47)] INFO  CodecConfig:95 - Compression: SNAPPY
2024-09-18 06:00:27 [Executor task launch worker for task 2.0 in stage 2.0 (TID 46)] INFO  CodecConfig:95 - Compression: SNAPPY
2024-09-18 06:00:27 [Executor task launch worker for task 2.0 in stage 2.0 (TID 46)] INFO  CodecConfig:95 - Compression: SNAPPY
2024-09-18 06:00:27 [Executor task launch worker for task 3.0 in stage 2.0 (TID 47)] INFO  CodecConfig:95 - Compression: SNAPPY
2024-09-18 06:00:27 [Executor task launch worker for task 2.0 in stage 2.0 (TID 46)] INFO  ParquetOutputFormat:473 - ParquetRecordWriter [block size: 134217728b, row group padding size: 8388608b, validating: false]
2024-09-18 06:00:27 [Executor task launch worker for task 3.0 in stage 2.0 (TID 47)] INFO  ParquetOutputFormat:473 - ParquetRecordWriter [block size: 134217728b, row group padding size: 8388608b, validating: false]
2024-09-18 06:00:27 [Executor task launch worker for task 2.0 in stage 2.0 (TID 46)] INFO  ParquetWriteSupport:60 - Initialized Parquet WriteSupport with Catalyst schema:
{
  "type" : "struct",
  "fields" : [ {
    "name" : "event_time",
    "type" : "timestamp",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "event_type",
    "type" : "string",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "product_id",
    "type" : "integer",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "category_id",
    "type" : "long",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "category_code",
    "type" : "string",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "brand",
    "type" : "string",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "price",
    "type" : "double",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "user_id",
    "type" : "integer",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "user_session",
    "type" : "string",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "event_time_kst",
    "type" : "timestamp",
    "nullable" : true,
    "metadata" : { }
  } ]
}
and corresponding Parquet message type:
message spark_schema {
  optional int96 event_time;
  optional binary event_type (STRING);
  optional int32 product_id;
  optional int64 category_id;
  optional binary category_code (STRING);
  optional binary brand (STRING);
  optional double price;
  optional int32 user_id;
  optional binary user_session (STRING);
  optional int96 event_time_kst;
}

       
2024-09-18 06:00:27 [Executor task launch worker for task 3.0 in stage 2.0 (TID 47)] INFO  ParquetWriteSupport:60 - Initialized Parquet WriteSupport with Catalyst schema:
{
  "type" : "struct",
  "fields" : [ {
    "name" : "event_time",
    "type" : "timestamp",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "event_type",
    "type" : "string",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "product_id",
    "type" : "integer",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "category_id",
    "type" : "long",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "category_code",
    "type" : "string",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "brand",
    "type" : "string",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "price",
    "type" : "double",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "user_id",
    "type" : "integer",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "user_session",
    "type" : "string",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "event_time_kst",
    "type" : "timestamp",
    "nullable" : true,
    "metadata" : { }
  } ]
}
and corresponding Parquet message type:
message spark_schema {
  optional int96 event_time;
  optional binary event_type (STRING);
  optional int32 product_id;
  optional int64 category_id;
  optional binary category_code (STRING);
  optional binary brand (STRING);
  optional double price;
  optional int32 user_id;
  optional binary user_session (STRING);
  optional int96 event_time_kst;
}

       
2024-09-18 06:00:29 [Executor task launch worker for task 0.0 in stage 2.0 (TID 44)] INFO  CodecConfig:95 - Compression: SNAPPY
2024-09-18 06:00:29 [Executor task launch worker for task 0.0 in stage 2.0 (TID 44)] INFO  CodecConfig:95 - Compression: SNAPPY
2024-09-18 06:00:29 [Executor task launch worker for task 0.0 in stage 2.0 (TID 44)] INFO  ParquetOutputFormat:473 - ParquetRecordWriter [block size: 134217728b, row group padding size: 8388608b, validating: false]
2024-09-18 06:00:29 [Executor task launch worker for task 0.0 in stage 2.0 (TID 44)] INFO  ParquetWriteSupport:60 - Initialized Parquet WriteSupport with Catalyst schema:
{
  "type" : "struct",
  "fields" : [ {
    "name" : "event_time",
    "type" : "timestamp",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "event_type",
    "type" : "string",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "product_id",
    "type" : "integer",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "category_id",
    "type" : "long",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "category_code",
    "type" : "string",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "brand",
    "type" : "string",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "price",
    "type" : "double",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "user_id",
    "type" : "integer",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "user_session",
    "type" : "string",
    "nullable" : true,
    "metadata" : { }
  }, {
    "name" : "event_time_kst",
    "type" : "timestamp",
    "nullable" : true,
    "metadata" : { }
  } ]
}
and corresponding Parquet message type:
message spark_schema {
  optional int96 event_time;
  optional binary event_type (STRING);
  optional int32 product_id;
  optional int64 category_id;
  optional binary category_code (STRING);
  optional binary brand (STRING);
  optional double price;
  optional int32 user_id;
  optional binary user_session (STRING);
  optional int96 event_time_kst;
}

       
2024-09-18 06:00:29 [Executor task launch worker for task 1.0 in stage 2.0 (TID 45)] INFO  FileOutputCommitter:604 - Saved output of task 'attempt_202409180600198633961678860332670_0002_m_000001_45' to hdfs://nn:9000/user/hive/external/useractivity/_temporary/0/task_202409180600198633961678860332670_0002_m_000001
2024-09-18 06:00:29 [Executor task launch worker for task 1.0 in stage 2.0 (TID 45)] INFO  SparkHadoopMapRedUtil:60 - attempt_202409180600198633961678860332670_0002_m_000001_45: Committed. Elapsed time: 16 ms.
